MultiLab,ReplicationProject,Replication,DV,Group,Exclusion
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.200425553,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.266157704,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.346316773,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.335489711,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.429483459,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.200954789,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.291007992,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.253361074,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.368767087,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.192503824,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.442675874,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.469868886,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.235523468,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.219184274,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.330649969,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.252110626,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.323951739,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.29245431,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.278961138,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.203356576,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.223595035,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.323120903,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.207273295,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.208511617,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.241370982,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.34521761,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.208770724,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.261239251,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.444015181,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.328346259,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.305582479,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.292276767,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.302194059,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.255392168,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.288663837,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.344959694,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.256635757,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.311951022,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.42293834,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.210666259,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.323966301,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.268682794,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.246984657,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.27959554,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.357589934,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.282680035,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.432651581,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.290029516,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.273976321,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.383257562,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.305826314,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.383999557,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.355803301,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.185340639,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.2606307,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.311035919,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.312313987,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.322750567,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.289801932,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.46084522,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.360696727,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.224421634,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.219892185,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.21836839,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.283972667,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.289418809,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.452119561,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.272969749,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.215370788,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.277976361,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.247110989,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.324163751,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.31928941,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.233306852,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.301890768,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.397633222,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.170371844,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.25306416,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.330337873,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.21435941,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.271280672,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.208428604,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.219517342,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.217052924,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.164082487,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.29074043,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.411099212,0,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.289238554,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.200228841,1,1
RRR4,Sripada,BDEC_Results_Full_Brandt.csv,0.14717971,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.287502582,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.392752236,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.30876521,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.359671192,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.277044991,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.355457212,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.237073896,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.369622443,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.199532941,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.335408575,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.318205499,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.246587606,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.331135808,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.316245944,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.205214769,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.255444424,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.240914352,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.290127439,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.237869121,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.268865771,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.303103364,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.191769367,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.218406277,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.319295678,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.451184965,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.226838168,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.295111409,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.352757421,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.343062119,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.52237619,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.436073248,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.372259035,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.597278088,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.343053538,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.399776313,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.299768168,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.386197508,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.4409429,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.230923583,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.285829342,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.359809837,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.23555221,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.203138857,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.171310209,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.200413783,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.220273165,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.24184752,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.322736144,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.24865942,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.303255665,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.262841302,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.350894447,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.297320622,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.336073243,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.270941919,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.334508909,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.40669837,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.378903327,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.328354318,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.197352465,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.354819723,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.298804628,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.234192825,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.336121649,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.243060932,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.30913853,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.345877619,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.316141745,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.346014585,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.340332562,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.285626804,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.25749316,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.380663523,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.32902286,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.363592157,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.184686944,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.355019935,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.212513534,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.442073403,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.395154489,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.266585638,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.320276467,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.289597812,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.385564351,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.269921102,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.261331888,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.429322429,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.369973348,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.337287842,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.204471772,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.343073875,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.47771452,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.287564396,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.490091203,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.317520414,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.317365714,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.448346645,1,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.241348845,0,1
RRR4,Sripada,BDEC_Results_Full_Brewer.csv,0.218703344,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.291905983,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.336871988,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.192754069,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.399684546,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.254481963,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.214766494,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.387200225,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.287661266,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.315141819,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.377210187,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.249133786,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.442059354,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.338568812,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.288985916,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.396971558,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.268530605,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.307166156,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.368507769,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.299685699,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.383685668,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.309920713,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.311906247,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.426130586,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.400175854,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.459181639,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.397935242,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.44571539,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.461637371,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.241348611,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.314405148,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.311286408,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.257460498,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.259399934,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.383500078,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.274471942,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.387031604,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.373194102,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.326435483,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.352459355,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.300788075,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.309350947,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.289316211,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.429240486,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.431429667,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.206709323,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.342303724,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.270362088,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.419177159,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.334578132,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.335822019,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.521653204,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.440106668,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.288797297,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.333160576,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.359081679,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.258890027,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.411716438,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.311550052,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.35094722,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.377147532,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.353231926,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.405215925,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.220454466,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.273905943,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.381560326,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.334171862,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.281898659,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.342753238,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.285232848,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.346242694,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.297331702,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.290165904,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.480738744,1,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.316448864,0,1
RRR4,Sripada,BDEC_Results_Full_Calvillo.csv,0.354141027,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.313299828,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.456811091,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.457376526,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.308076278,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.216912793,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.382751987,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.271367114,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.25364293,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.373506535,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.214942379,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.250997669,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.269015422,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.461953173,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.276970828,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.30110025,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.426963313,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.315834884,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.454355202,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.274030321,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.335303641,0,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.235279529,1,1
RRR4,Sripada,BDEC_Results_Full_Carruth.csv,0.254206906,0,1
