MultiLab,MASC,Result__K,Result__N,Est__MD,Est__SMD,pval_Est__MD,pval_Est__SMD,Est__MD_K,Est__SMD_K,Tau2__MD,Tau2__SMD,Tau__MD,Tau__SMD,CoeffVar__MD,CoeffVar__SMD,I2__MD,I2__SMD,H2__MD,H2__SMD,QE__MD,QE__SMD,QEp__MD,QEp__SMD
RRR4,Sripada,23,2141,0.0027399514783175115,0.034254187013478425,0.47778436703851657,0.5171337276867092,23,23,1.1413308365822018e-4,0.02011314415807965,0.010683308647522085,0.1418208170829644,3.8990868021072598,4.1402476440956075,34.115497732661304,31.796478074181582,1.5178076263554559,1.4661999435859783,34.26303404004831,33.85510495618964,0.04618016794301135,0.05081558483117415
